Ticks,Anabolic,Catabolic,Muscle Mass
216,468.4093305547077,200.91586157540533,2844.349709734006
217,460.76894129904986,193.86959433813658,2850.7815878540846
218,453.1646636014621,186.90357270556265,2857.1532398856302
219,445.59712537750477,180.0212268435842,2863.442500239203
220,438.06698004234914,173.2263336254834,2869.660702733231
221,478.76503187858157,204.8026018868466,2876.1467087356564
222,471.0999227614209,197.73700077717746,2882.5714625810574
223,463.4702837569051,190.7510684670628,2888.9172530582687
224,455.8767180615336,183.84808396281787,2895.2001338441955
225,448.31986753651313,177.0313635449426,2901.409886850127
226,488.5215992188571,208.21337723866117,2907.8560817072726
227,480.8364354204667,201.13358823313192,2914.2308927754907
228,473.1862831046396,194.1312376513383,2920.535151454465
229,465.57175101640894,187.20892829144847,2926.7610324659436
230,457.99348084901595,180.3698647901647,2932.907546311158
231,498.5566153028593,211.82794471344297,2939.3224499543558
232,490.84800684462147,204.7154980427246,2945.6808148877017
233,483.1737583347517,197.67987739835118,2951.959353904895
234,475.5344488321908,190.72428771593306,2958.1783769170074
235,467.9306949520268,183.85227191631202,2964.33469028921
236,508.9099542096013,215.6346664738107,2970.7384570423214
237,501.1736025137212,208.48986310591542,2977.059967190441
238,493.4707148022697,201.4193297066326,2983.327421100899
239,485.8018299560544,194.4259250054649,2989.538429844457
240,478.16751276838005,187.5127833066381,2995.6760483521184
241,519.7644528631763,219.78346380602977,3002.04483971858
242,512.0007995102891,212.61009521591743,3008.3307199931983
243,504.26983024355815,205.50940496592892,3014.555509530863
244,496.57204733956996,198.48410157333706,3020.6994969465786
245,488.9079715953289,191.53713968787267,3026.760791996608
246,531.1487834891651,224.318729251423,3033.034630151889
247,523.3590502974687,217.11973973543508,3039.254361118061
248,515.6013263746212,209.9922673448733,3045.4024256918265
249,507.8760868701814,202.93893886320956,3051.473817768952
250,500.18382531944496,195.96261900541353,3057.4686459487207
251,542.6063830859927,228.88424727362826,3063.6747774810583
252,534.7920009878682,221.65961294134266,3069.8268199284075
253,527.0090538030158,214.50542976057974,3075.9043758293656
254,519.2580014786408,207.42427088377158,3081.9299657310767
255,511.5393307437583,200.41895114283363,3087.8778468264964
256,552.036620026597,231.8057004288834,3094.004716380291
257,544.2045359180771,224.57213340527304,3100.0705660713134
258,536.4033632038042,217.4084810239512,3106.0767461284354
259,528.6335477646171,210.31728946144005,3112.0003950453565
260,520.8955468272544,203.30132265968493,3117.8546339946947
261,562.9577949339949,235.93631024688952,3123.918714535998
262,555.1026326383289,228.67988902671775,3129.9323277631697
263,547.2778083208476,221.49218691196492,3135.879266520701
264,539.4837469372249,214.37564997522716,3141.772175729666
265,531.7208965256269,207.33294332697298,3147.59160967709
266,576.1236471224571,241.82720085956583,3153.635683393679
267,568.2382217224489,234.5325805619003,3159.6134572221845
268,560.3824984902762,227.30525998419733,3165.5402611153227
269,552.5568901533384,220.1476118280487,3171.418601252108
270,544.7618274448487,213.062203357083,3177.2315948360597
271,588.1219879375913,246.71090115682952,3183.2513893043033
272,580.2090127883615,239.3817610277824,3189.1995038782798
273,572.3251362369541,232.1183596190739,3195.047883812356
274,564.4707421519474,224.92293510967465,3200.805571794282
275,556.6462343417496,217.7978581534755,3206.5023365531206
276,602.3868401019174,253.33205187909917,3212.407197875433
277,594.4401486601569,245.955528621323,3218.270831914434
278,586.5218170114233,238.64241962421127,3224.0908342339108
279,578.6322173424387,231.39476148420394,3229.8451529370186
280,570.7717292577895,224.21474786665192,3235.531400130052
281,613.3518818707645,257.2198626125186,3241.405690833628
282,605.3836450259057,249.82494046044334,3247.2396641223536
283,597.4432538020994,242.49252513868896,3253.0319265606227
284,589.5310637979131,235.22458152047605,3258.745706567921
285,581.6474335568345,228.02321799474123,3264.379199154637
286,625.891007507295,262.35015408441564,3270.210155633601
287,617.8949417103856,254.9232236601428,3276.002203368969
288,609.9261043601789,247.5573965036168,3281.752384676247
289,601.9848306755157,240.25452884163334,3287.436007904476
290,594.0714621399711,233.01660872865818,3293.0738168593825
291,638.7612954811187,267.6922877823743,3298.841177057767
292,630.7386959941598,260.2351554732466,3304.539479228379
293,622.7427661924364,252.83790982553674,3310.1465781738525
294,614.7738125863069,245.50231780680377,3315.7042052701477
295,606.8321643340873,238.23028296761566,3321.194092195112
296,651.5680953686536,272.9359211947017,3326.813244999657
297,643.5198555003485,265.450675995596,3332.359479499346
298,635.497719179141,258.02411871596104,3337.8611000992114
299,627.5019890163819,250.65793987103262,3343.3096661903414
300,619.5329759805534,243.35394434546657,3348.674967513051
301,663.154464765132,277.16770692206643,3354.1902910633403
302,655.0844672308198,269.664384610875,3359.6440717539353
303,647.0400920941156,262.21898487143824,3365.040925626807
304,639.0216240817177,254.83314864774394,3370.353011560498
305,631.0293517248763,247.5086229468321,3375.609765211684
306,676.313219534132,282.6416257985212,3381.0248055407887
307,668.2161901088712,275.1052136360114,3386.381469003323
308,660.1442530267011,267.6254344115464,3391.6767621585477
309,652.0976803824536,260.2038474161654,3396.935360770078
310,644.0767594285851,252.8421185637784,3402.1084450511044
311,688.2701618791658,287.1004738858309,3407.409087352882
312,680.1519415714372,279.5444475205512,3412.6324745346574
313,672.058378268429,272.04428964700884,3417.7937038220844
314,663.9897324500682,264.60151706657507,3422.9131753613187
315,655.9462792766418,257.2177490179165,3427.9599571325916
316,700.0327300238135,291.3874850616828,3433.1496078651903
317,691.8936368535028,283.8113311225119,3438.2912987824684
318,683.7788019458887,276.2903344843749,3443.389186945438
319,675.6884827076472,268.82598773133986,3448.4082948613786
320,667.6229350276857,261.4198721370317,3453.389201355914
321,713.2102232776214,296.78605219156947,3458.4852305687878
322,705.048451345763,289.1871619519316,3463.4936164062933
323,696.9105238152475,281.6427086432207,3468.3952098196173
324,688.7966749917155,274.1541425812982,3473.2510078391742
325,680.7071618814615,266.72302005024187,3478.0603329056357
326,725.3927291059539,301.3661329911889,3482.9585128382564
327,717.2112491281009,293.74958982432145,3487.798935042961
328,709.0532700304054,286.18701748429015,3492.5828493658737
329,700.919034062549,278.6798815035658,3497.2562893784875
330,692.8087781694305,271.22973605190396,3501.886275344446
331,737.5610026044694,305.9256383508378,3506.625055645584
332,729.3593567835949,298.29248671999284,3511.333213474923
333,721.180881221448,290.7131578724892,3515.9897898559957
334,713.0258175128089,283.1891794075487,3520.5913646306203
335,704.8944141636105,275.7221733754246,3525.122785911381
336,750.1741663179022,310.8321393691852,3529.774036946367
337,741.9498622193734,303.17201941983507,3534.356671073666
338,733.7482956766477,295.56438410033275,3538.9079636797696
339,725.5697021522312,288.0106363623393,3543.383963375505
340,717.4143123529128,280.51226364592867,3547.822565784856
341,762.7710913226139,315.67707759415237,3552.3752915732825
342,754.5233247395478,307.990736425925,3556.897497608584
343,746.2978698131595,300.35579436594827,3561.383406474167
344,738.0949497023234,292.77356748149833,3565.81876120059
345,729.9147903400113,285.2454505432329,3570.178947339528
346,775.8722950604255,320.8847981895219,3574.645029095167
347,767.6017227346174,313.17365345215586,3579.084971027282
348,759.3530756826597,305.5130455881104,3583.484038870656
349,751.126566153465,297.9042357756202,3587.8072372867496
350,742.9224031008621,290.34855305046443,3592.091046150641
351,789.0732786562228,326.1342188491039,3596.482635494929
352,780.778027908631,318.3943330786048,3600.8227754699983
353,772.504281426671,310.7039806851889,3605.127825518127
354,764.2522439811146,303.0643646759782,3609.389054842053
355,756.0221233498052,295.4767548193603,3613.601174503958
356,801.7293443331389,330.9044654806759,3617.8605936457957
357,793.4128308399098,323.1442277425409,3622.0785243217283
358,785.1174724500562,315.4329170161756,3626.255119428398
359,776.8434659355183,307.77171216184206,3630.3781752429218
360,768.5910108178336,300.16185753446985,3634.3959639607206
361,815.060012435596,336.191426031092,3638.480566779362
362,806.7196668421113,328.40398741273293,3642.5423483405325
363,798.4000745517387,320.6645429309602,3646.560788549341
364,790.1014217440757,312.97421527113784,3650.4991949734545
365,781.823892022816,305.3341828344998,3654.387511094721
366,824.4703436736331,338.3075630824493,3658.380738723575
367,816.1135428369948,330.5084975591959,3662.348528737594
368,807.7771783515171,322.7568286096056,3666.2711075291268
369,799.461429994725,315.05364074094655,3670.147347049412
370,791.166482653808,307.4000762662303,3673.9834022516143
371,839.4564165277017,344.87984187286634,3677.9087132880763
372,831.0750235764251,337.0522527826432,3681.7955882676733
373,822.7137227505459,329.27131046032855,3685.6515146804013
374,814.3726913821226,321.5380705038426,3689.4715510897963
375,806.0521096294107,313.85364229165225,3693.2449978227696
376,849.9292197212048,347.8070849439944,3697.0870518256947
377,841.5324020096984,339.9709653477832,3700.8925848078866
378,833.1554105839566,332.18114091533715,3704.608862980971
379,824.798402557445,324.43863752899114,3708.2832830276616
380,816.46155165428,316.7445442440458,3711.8923879456906
381,863.0629796473098,352.87381346480464,3715.577145155911
382,854.646154182059,345.01775578456505,3719.194449752896
383,846.248843978359,337.20742277627244,3722.7527000251143
384,837.8712092833165,329.4438238348146,3726.2834390374073
385,829.5134226491008,321.7280264764523,3729.772007827225
386,875.212393741818,357.1335613497337,3733.3291604674705
387,866.7767479799937,349.26044269041824,3736.8310146296726
388,858.3603373654637,341.43257711591616,3740.288311250708
389,849.963322900041,333.65096244085953,3743.690826403564
390,841.5858649183999,325.9166436518253,3747.044773679053
391,888.1449518570915,362.0072286011199,3750.438766799501
392,879.6895898194242,354.1150603803599,3753.746736184169
393,871.2531739112569,346.26767255910175,3757.0079855449644
394,862.8358612755342,338.4660525893146,3760.174563110077
395,854.4377984582976,330.7112275836115,3763.2942349849277
396,901.8075611573653,367.44289926897886,3766.4703033871388
397,893.3294545506991,359.52459945363853,3769.5662189171317
398,884.8699543266723,351.6502947167669,3772.6388792326557
399,876.4292173445504,343.8209378149629,3775.6586211181366
